date,julian,plot_ID,group,plot_code,cloud_cover,current_precipitation,air_temp,humidity,,VWC,soil_temp,soil_pH,preceding_24h_rainfall,DSR,salamander_ID,species,social_status,group_size,mass_g,svl_mm,total_length_mm,sex,morph,gravid,age,zone,easting,northing,YSHR
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1038,RB,A,NA,0.20,26.10,51.80,J,RB,NA,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1039,RB,A,NA,0.29,24.90,41.70,J,RB,NA,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1040,RB,A,NA,0.21,24.80,43.30,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1043,RB,A,NA,0.23,28.50,45.80,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1044,RB,A,NA,0.16,21.00,46.10,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1046,RB,A,NA,0.16,23.80,42.00,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1047,RB,A,NA,0.19,24.40,47.80,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1048,RB,A,NA,0.51,31.00,64.70,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1050,RB,A,NA,0.23,24.20,45.60,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1051,RB,A,NA,0.26,26.90,48.90,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1054,RB,A,NA,0.25,25.90,47.50,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1055,RB,A,NA,0.28,26.50,49.30,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1059,RB,A,NA,0.18,23.20,36.10,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1005,RB,A,NA,0.18,22.16,39.57,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1036,RB,A,NA,0.33,31.00,48.50,J,RB,n,J,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1017,RB,G,2,0.62,33.96,67.87,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1029,RB,A,NA,0.97,41.50,79.20,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1030,RB,G,3,0.82,39.80,77.50,M,RB,y,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1033,RB,A,NA,0.63,33.50,69.40,M,RB,NA,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1037,RB,A,NA,0.75,38.10,72.70,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1041,RB,A,NA,0.94,41.00,79.50,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1045,RB,A,NA,0.97,40.00,76.80,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1052,RB,G,2,1.08,42.70,78.40,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1057,RB,A,NA,0.86,41.30,78.50,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1061,RB,G,3,0.79,37.30,67.70,M,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1016,RB,G,2,0.88,38.69,77.67,F,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1009,RB,G,2,0.72,37.60,74.85,F,RB,n,A,19 T,706453,5099581,0
12-08-2022,22224,8,control,A,2,0,25,88,83.8,24.9,15.5,2.5,0,1,A1014,RB,A,NA,0.81,35.52,70.22,F,RB,n,A,19 T,706453,5099581,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1005,RB,A,NA,1.00,39.30,71.80,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1011,RB,A,NA,0.53,39.40,81.80,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1014,RB,A,NA,0.73,35.00,70.60,F,RB,NA,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1016,RB,A,NA,0.80,39.50,77.70,F,RB,NA,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1023,RB,G,2,0.86,40.10,71.70,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1028,RB,A,NA,0.41,32.80,65.30,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1029,RB,A,NA,0.43,34.10,59.50,F,RB,NA,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1030,RB,A,NA,1.35,44.30,90.20,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1004,RB,A,NA,0.32,27.30,45.40,J,RB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1006,RB,A,NA,0.35,28.50,47.40,J,RB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1008,RB,A,NA,0.30,27.30,50.20,J,RB,NA,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1010,RB,A,NA,0.31,26.80,43.60,J,RB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1019,RB,A,NA,0.46,31.30,58.60,J,RB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1020,RB,A,NA,0.36,26.70,50.10,J,RB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1021,RB,A,NA,0.31,29.50,58.80,J,RB,NA,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1001,RB,A,NA,0.39,26.50,43.10,J,LB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1007,RB,A,NA,0.21,25.00,30.80,J,RB,n,J,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1003,RB,A,NA,0.95,39.70,73.20,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1012,RB,G,2,0.65,37.60,70.70,M,RB,NA,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1013,RB,G,2,1.03,39.90,81.40,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1022,RB,A,NA,1.04,42.60,83.90,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1024,RB,G,2,1.00,40.20,82.90,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1025,RB,A,NA,0.87,40.80,82.20,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1026,RB,A,NA,0.85,39.80,79.10,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1031,RB,A,NA,0.90,42.00,83.40,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1032,RB,A,NA,0.89,43.40,82.60,M,RB,NA,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1002,RB,A,NA,0.63,41.30,57.40,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1015,RB,A,NA,0.86,43.30,62.50,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1018,RB,A,NA,0.76,37.80,68.30,M,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1027,RB,A,NA,1.07,41.20,83.00,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1009,RB,A,NA,1.03,42.50,85.70,F,LB,NA,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1017,RB,A,NA,0.90,42.10,91.00,F,RB,n,A,19 T,703044,5098897,0
10-08-2022,22222,9,control,P,3,0,19,64,79.4,22.1,13.3,5.28,1,0,P1033,YS,A,NA,12.40,65.80,144.50,UNK,NA,n,NA,19 T,703044,5098897,0
29-08-2022,22241,11,control,S,1,0,16,48,UNK,44.8,11.8,4.7,0,2,S1002,RB,A,NA,0.61,38.80,75.90,F,RB,n,A,19 T,706043,5101004,0
29-08-2022,22241,11,control,S,1,0,16,48,UNK,44.8,11.8,4.7,0,2,S1004,RB,A,NA,0.72,38.30,78.50,F,RB,NA,A,19 T,706043,5101004,0
29-08-2022,22241,11,control,S,1,0,16,48,UNK,44.8,11.8,4.7,0,2,S1003,RB,A,NA,0.21,24.06,42.55,J,RB,n,J,19 T,706043,5101004,0
29-08-2022,22241,11,control,S,1,0,16,48,UNK,44.8,11.8,4.7,0,2,S1001,RB,A,NA,0.53,32.55,56.44,F,RB,NA,A,19 T,706043,5101004,0
29-08-2022,22241,11,control,S,1,0,16,48,UNK,44.8,11.8,4.7,0,2,S1005,RB,A,NA,1.41,44.80,89.00,F,RB,NA,A,19 T,706043,5101004,0
05-08-2022,22217,14,herbicide,L,3,1,23,95,66.2,21.2,14.1,4.4,0,2,L1002,RB,A,NA,0.21,24.01,44.37,J,RB,n,J,19 T,712073,5102951,24
05-08-2022,22217,14,herbicide,L,3,1,23,95,66.2,21.2,14.1,4.4,0,2,L1001,RB,A,NA,1.00,41.01,80.35,M,RB,n,A,19 T,712073,5102951,24
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1002,RB,A,NA,0.55,33.95,66.79,F,RB,NA,A,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1004,RB,G,2,0.91,39.85,74.05,F,RB,NA,A,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1009,RB,A,NA,1.18,44.94,80.72,F,RB,NA,A,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1003,RB,A,NA,0.25,23.29,40.56,J,RB,NA,J,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1006,RB,A,NA,0.41,29.08,59.13,J,RB,n,J,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1001,RB,A,NA,0.93,40.19,75.56,M,RB,n,A,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1005,RB,G,2,0.94,37.19,75.67,M,RB,n,A,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1007,RB,A,NA,0.59,34.18,62.40,M,RB,n,A,19 T,697351,5095195,22
29-07-2022,22210,16,herbicide,H,3,2,20,100,50,19.9,15.4,3.38,30,0,H1008,RB,A,NA,0.62,35.72,64.21,M,RB,n,A,19 T,697351,5095195,22
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1002,RB,A,NA,0.93,35.53,67.81,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1003,RB,A,NA,0.97,42.52,75.70,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1005,RB,A,NA,0.62,33.40,62.63,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1007,RB,A,NA,0.52,35.21,67.52,F,RB,NA,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1009,RB,A,NA,0.67,40.50,75.30,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1011,RB,A,NA,1.05,38.80,73.60,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1014,RB,A,NA,0.98,45.90,85.20,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1016,RB,A,NA,0.59,33.20,66.50,F,RB,NA,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1017,RB,A,NA,1.17,43.60,83.50,F,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1004,RB,A,NA,0.16,22.94,40.01,J,RB,n,J,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1013,RB,A,NA,0.21,24.60,42.70,J,RB,n,J,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1018,RB,A,NA,0.15,20.60,32.40,J,RB,n,J,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1019,RB,G,2,0.22,22.10,38.30,J,RB,n,J,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1020,RB,G,2,0.21,23.80,42.50,J,RB,n,J,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1001,RB,A,NA,0.76,37.50,74.13,M,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1006,RB,A,NA,0.75,38.96,73.10,M,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1010,RB,A,NA,0.62,36.70,70.00,M,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1012,RB,A,NA,0.81,37.50,75.80,M,RB,y,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1015,RB,A,NA,0.94,39.40,81.10,M,RB,n,A,19 T,711634,5107573,20
09-08-2022,22221,17,herbicide,O,3,2,18,90,57.4,20.4,14,5.8,6,0,O1008,RB,A,NA,1.05,43.20,92.55,F,RB,n,A,19 T,711634,5107573,20
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1008,RB,A,NA,0.82,41.27,75.87,F,RB,NA,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1010,RB,A,NA,0.75,39.03,73.35,F,LB,NA,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1011,RB,A,NA,0.86,37.27,66.69,F,RB,n,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1001,RB,A,NA,0.16,23.65,42.42,J,RB,n,J,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1004,RB,A,NA,0.14,22.19,35.82,J,RB,n,J,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1007,RB,A,NA,0.35,29.26,50.08,J,RB,n,J,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1002,RB,A,NA,0.92,38.88,74.04,M,RB,NA,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1003,RB,A,NA,0.80,38.36,76.12,M,RB,n,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1005,RB,A,NA,0.74,37.95,74.79,M,RB,n,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1006,RB,A,NA,1.03,39.84,85.24,M,RB,n,A,19 T,705252,5108124,19
27-07-2022,22208,19,herbicide,G,1,0,18,90,47.1,11.9,14,3.79,0,2,G1009,RB,A,NA,0.87,39.70,75.74,M,RB,NA,A,19 T,705252,5108124,19
15-07-2022,22196,30,harvest,B,1,0,23,70,20.6,13,17.5,3.08,13,1,B1002,RB,A,NA,1.00,36.13,78.23,F,RB,n,A,19 T,708956,5101436,24
15-07-2022,22196,30,harvest,B,1,0,23,70,20.6,13,17.5,3.08,13,1,B1001,RB,A,NA,0.95,43.08,82.41,M,RB,n,A,19 T,708956,5101436,24
08-08-2022,22220,31,harvest,N,3,3,15,98,54.4,13.2,14.1,4.71,12,0,N1001,RB,A,NA,1.14,41.28,86.95,F,RB,n,A,19 T,713327,5101656,21
08-08-2022,22220,31,harvest,N,3,3,15,98,54.4,13.2,14.1,4.71,12,0,N1002,RB,A,NA,0.49,38.24,45.17,F,RB,n,A,19 T,713327,5101656,21
08-08-2022,22220,31,harvest,N,3,3,15,98,54.4,13.2,14.1,4.71,12,0,N1003,YS,A,NA,9.12,66.60,148.30,UNK,NA,n,NA,19 T,713327,5101656,21
29-07-2022,22210,34,harvest,I,2,0,25,80,7.35,16.8,16.8,4.17,30,0,I1001,RB,A,NA,0.82,39.94,75.61,F,RB,n,A,19 T,701779,5099808,19
29-07-2022,22210,34,harvest,I,2,0,25,80,7.35,16.8,16.8,4.17,30,0,I1002,RB,A,NA,0.91,35.71,70.44,F,RB,NA,A,19 T,701779,5099808,19
08-08-2022,22220,39,harvest,M,3,2,16,87,7.35,14.5,16.6,4.8,3,0,M1002,RB,A,NA,0.92,40.29,81.75,F,RB,NA,A,19 T,702379,5099364,15
08-08-2022,22220,39,harvest,M,3,2,16,87,7.35,14.5,16.6,4.8,3,0,M1001,RB,A,NA,0.21,23.99,43.99,J,RB,n,J,19 T,702379,5099364,15
20-07-2022,22201,42,harvest,F,1,0,25,57,8.82,25.1,16.1,3.26,1,1,F1001,RB,A,NA,0.62,34.30,72.59,M,RB,n,A,19 T,703767,5099324,13
20-07-2022,22201,43,harvest,E,1,0,23,60,7.35,46.8,15,5.21,1,1,E1001,RB,A,NA,0.46,36.17,75.75,F,RB,NA,A,19 T,702429,5096544,11
19-07-2022,22200,47,harvest,D,3,2,23,88,2.94,26,17,3.35,55,0,D1002,RB,A,NA,0.93,34.20,80.80,F,RB,n,A,19 T,702875,5095929,7
19-07-2022,22200,47,harvest,D,3,2,23,88,2.94,26,17,3.35,55,0,D1003,RB,A,NA,0.45,30.10,62.36,J,RB,NA,J,19 T,702875,5095929,7
19-07-2022,22200,47,harvest,D,3,2,23,88,2.94,26,17,3.35,55,0,D1001,RB,A,NA,1.05,46.12,78.58,M,RB,NA,A,19 T,702875,5095929,7